ont-Crg-CapTrap	HpreCap	0+	Brain03Rep1	deletions	0.000893191360593055
ont-Crg-CapTrap	HpreCap	0+	Brain03Rep1	insertions	0.000551700299800987
ont-Crg-CapTrap	HpreCap	0+	Brain03Rep1	mismatches	0.00271386906750847
ont-Crg-CapTrap	HpreCap	0+	Heart02Rep1	deletions	0.000764480787727052
ont-Crg-CapTrap	HpreCap	0+	Heart02Rep1	insertions	0.000470951335075844
ont-Crg-CapTrap	HpreCap	0+	Heart02Rep1	mismatches	0.00232489402756868
pacBio-Cshl-CapTrap	HpreCap	0+	Brain01Rep1	deletions	3.00600140376462e-05
pacBio-Cshl-CapTrap	HpreCap	0+	Brain01Rep1	insertions	9.87898657997241e-05
pacBio-Cshl-CapTrap	HpreCap	0+	Brain01Rep1	mismatches	0.000156909364801358
pacBio-Cshl-CapTrap	HpreCap	0+	Heart01Rep1	deletions	2.87090970878969e-05
pacBio-Cshl-CapTrap	HpreCap	0+	Heart01Rep1	insertions	9.22443432874391e-05
pacBio-Cshl-CapTrap	HpreCap	0+	Heart01Rep1	mismatches	0.000147443504034474
pacBioSII-Cshl-CapTrap	HpreCap	0+	Brain03Rep1	deletions	1.89949622876163e-05
pacBioSII-Cshl-CapTrap	HpreCap	0+	Brain03Rep1	insertions	4.60769967009714e-05
pacBioSII-Cshl-CapTrap	HpreCap	0+	Brain03Rep1	mismatches	0.000139797096413928
pacBioSII-Cshl-CapTrap	HpreCap	0+	Heart02Rep1	deletions	1.98088756884803e-05
pacBioSII-Cshl-CapTrap	HpreCap	0+	Heart02Rep1	insertions	4.38912634709602e-05
pacBioSII-Cshl-CapTrap	HpreCap	0+	Heart02Rep1	mismatches	0.000134697898455304
